Elapsed_ms,Direction,SrcIP,DstIP,SrcPort,DstPort,DataLen,Data,RTT_ms,Status
3392.551,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3392.551,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.970,0
3394.553,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3394.553,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.002,0
3396.531,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3396.531,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.977,0
3398.552,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3398.552,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.020,0
3400.499,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3400.499,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.947,0
3402.321,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3402.321,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.821,0
3404.282,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3404.282,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.961,0
3406.271,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3406.271,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.988,0
3408.230,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3408.230,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.958,0
3410.224,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3410.224,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.993,0
3412.197,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3412.197,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.972,0
3414.188,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3414.188,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.991,0
3416.152,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3416.152,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.963,0
3418.149,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3418.149,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.996,0
3420.109,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3420.109,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.960,0
3422.242,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3422.242,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.132,0
3424.212,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3424.212,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.966,0
3426.205,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3426.205,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.993,0
3428.165,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3428.165,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.959,0
3430.170,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3430.170,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.004,0
3432.121,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3432.121,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.950,0
3434.085,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3434.085,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.963,0
3436.054,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3436.054,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.968,0
3438.139,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3438.139,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.084,0
3440.099,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3440.099,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.959,0
3442.058,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3442.058,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.958,0
3444.016,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3444.016,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.958,0
3446.155,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3446.155,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.138,0
3448.111,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3448.111,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.955,0
3450.234,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3450.234,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.123,0
3452.200,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3452.200,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.966,0
3454.185,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3454.185,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.984,0
3456.155,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3456.155,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.967,0
3458.130,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3458.130,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.974,0
3460.096,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3460.096,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.965,0
3462.057,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3462.057,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.960,0
3464.026,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3464.026,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.968,0
3466.041,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3466.041,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.015,0
3468.004,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3468.004,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.962,0
3470.000,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3470.000,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.996,0
3471.968,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3471.968,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.968,0
3473.931,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3473.931,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.962,0
3475.894,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3475.894,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.963,0
3477.881,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3477.881,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.985,0
3479.849,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3479.849,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.968,0
3481.812,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3481.812,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.962,0
3483.779,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3483.779,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.967,0
3485.745,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3485.745,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.965,0
3487.699,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3487.699,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.954,0
3489.662,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3489.662,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.960,0
3491.636,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3491.636,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.973,0
3493.604,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3493.604,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.968,0
3495.583,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3495.583,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.978,0
3497.555,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3497.555,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.972,0
3499.544,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3499.544,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.989,0
3501.508,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3501.508,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.962,0
3503.481,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3503.481,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.973,0
3505.437,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3505.437,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.955,0
3507.418,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3507.418,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.980,0
3509.391,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3509.391,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.973,0
3511.358,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3511.358,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.966,0
3513.166,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3513.166,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.807,0
3515.137,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3515.137,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.970,0
3517.088,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3517.088,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.950,0
3519.073,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3519.073,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.985,0
3521.032,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3521.032,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.958,0
3523.025,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3523.025,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.992,0
3524.983,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3524.983,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.957,0
3526.969,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3526.969,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.986,0
3528.758,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3528.758,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.788,0
3530.721,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3530.721,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.962,0
3532.694,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3532.694,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.972,0
3534.492,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3534.492,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.797,0
3536.461,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3536.461,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.969,0
3538.452,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3538.452,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.990,0
3540.429,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3540.429,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.976,0
3542.431,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3542.431,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.001,0
3544.386,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3544.386,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.954,0
3546.370,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3546.370,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.983,0
3548.333,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3548.333,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.962,0
3550.322,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3550.322,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.989,0
3552.282,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3552.282,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.959,0
3554.266,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3554.266,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.984,0
3556.230,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3556.230,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.963,0
3558.219,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3558.219,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.988,0
3560.184,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3560.184,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.964,0
3562.165,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3562.165,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.980,0
3564.130,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3564.130,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.964,0
3566.156,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3566.156,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.026,0
3567.952,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3567.952,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.796,0
3570.081,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3570.081,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.128,0
3572.058,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3572.058,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.976,0
3574.468,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3574.468,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.410,0
3576.615,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3576.615,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.147,0
3578.640,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3578.640,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.024,0
3580.751,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3580.751,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.111,0
3583.194,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3583.194,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.432,0
3585.237,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3585.237,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.037,0
3587.236,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3587.236,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.997,0
3589.206,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3589.206,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.968,0
3591.175,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3591.175,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.965,0
3593.162,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3593.162,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.986,0
3595.444,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3595.444,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",2.281,0
3597.408,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3597.408,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.963,0
3599.378,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3599.378,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.970,0
3601.346,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
3601.346,R,169.254.199.11,0.0.0.0,8001,8000,60,"ITO APP_3.0.5_FW_1.09_IP_2.3.8(1.2.41)_PWR_1.7(9000)RET:OK",1.967,0
3603.311,T,0.0.0.0,169.254.199.11,8000,8001,11,version.all,0.000,0
